Day,Susceptibles,Infected,Recovered,Vaccinated (% of population),Deaths (thousands),Mean Unemployment Rate (%),US Debt (USD),US GDP (USD),Post-productivity (trillion $),Current Subsidy Quantitative Policy Level,Total Subsidies (USD),US Tax Wedge ('%' of GDP),US Federal Deficit (USD),US Federal Interest Payment (USD),Federal Reserve Fund Rate (%),US Treasury Yield Long Term (%),US Government Revenue (USD),US Health Index,Defense Imperialism Spending (USD),Income Security Spending (USD),Social Security Spending (USD),Medicare Medicaid Spending (USD),Federal Reserve Balance Sheet (USD),Inflation,US Treasury Yield,Defense Imperialism Index,Income Security Index,Social Security Index,Medicare Medicaid Index,Inflation Index,US Treasury Yield Index,Health Index,Economic Index,Reward,Reward Social Welfare
218,316817200.0,641103.56,11279610.0,0.0,224.551,0.06930387366694872,18932402916470.344,21466585914800.0,13468635000000.0,3,1963420977753.4316,0.1630441,9385483120.156685,995402608.1566836,1.75,0.0192,9589041000.0,[171.35284],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[171.35284],[196.96727],0.9480668904884395,0.9480668904884395
219,316760000.0,652521.0,11325403.0,0.0,225.567,0.06899793694622071,18941788893292.65,21466585914800.0,13534769000000.0,3,1972427496000.007,0.1630441,9385976822.305904,995896310.3059057,1.75,0.0192,9589041000.0,[172.13843],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[172.13843],[197.99826],0.8889019841913941,0.8889019841913941
220,316701540.0,664385.2,11372011.0,0.0,226.6,0.06891651646291996,18951175363843.074,21466585914800.0,13600878000000.0,3,1981434014246.5825,0.1630441,9386470550.425217,996390038.4252149,1.75,0.0192,9589041000.0,[172.9202],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[172.9202],[199.02629],0.8854468685764096,0.8854468685764096
221,316641950.0,676521.75,11419467.0,0.0,227.592,0.06893904200572958,18960562328147.59,21466585914800.0,13666952000000.0,3,1990440532493.158,0.1630441,9386964304.515976,996883792.515977,1.75,0.0192,9589041000.0,[173.71117],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[173.71117],[200.05315],0.8902798375338733,0.8902798375338733
222,316580860.0,689280.56,11467792.0,0.0,228.657,0.06926949977987937,18969949786232.168,21466585914800.0,13732963000000.0,3,1999447050739.7334,0.1630441,9387458084.57956,997377572.5795583,1.75,0.0192,9589041000.0,[174.48575],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[174.48575],[201.07759],0.8797745886360744,0.8797745886360744
223,316517950.0,702939.1,11517025.0,0.0,229.593,0.06913250919312879,18979337738122.785,21466585914800.0,13799051000000.0,3,2008453568986.3088,0.1630441,9387951890.617325,997871378.6173248,1.75,0.0192,9589041000.0,[175.2893],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[175.2893],[202.10782],0.8989833982505904,0.8989833982505904
224,316453340.0,717345.4,11567236.0,0.0,230.092,0.06902703915662713,18988726183845.414,21466585914800.0,13865148000000.0,3,2017460087232.8843,0.1630441,9388445722.630642,998365210.6306431,1.75,0.0192,9589041000.0,[176.191],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[176.191],[203.13647],0.9551434211943578,0.9551434211943578
225,316386900.0,732521.75,11618474.0,0.0,230.808,0.0689227585174568,18998115123426.035,21466585914800.0,13931255000000.0,3,2026466605479.4597,0.1630441,9388939580.62088,998859068.6208795,1.75,0.0192,9589041000.0,[177.04395],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[177.04395],[204.16537],0.9270269895517809,0.9270269895517809
226,316318750.0,748403.3,11670797.0,0.0,232.427,0.06881961252075346,19007504556890.625,21466585914800.0,13997371000000.0,3,2035473123726.0352,0.1630441,9389433464.589401,999352952.5894006,1.75,0.0192,9589041000.0,[177.69412],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[177.69412],[205.19449],0.8097104818345051,0.8097104818345051
227,316248770.0,764883.06,11724254.0,0.0,233.527,0.06871754641165274,19016894484265.164,21466585914800.0,14063495000000.0,3,2044479641972.6106,0.1630441,9389927374.53757,999846862.5375727,1.75,0.0192,9589041000.0,[178.46085],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[178.46085],[206.22385],0.8772895757630883,0.8772895757630883
228,316177280.0,781716.44,11778888.0,0.0,234.703,0.06859853975590695,19026284905575.63,21466585914800.0,14129662000000.0,3,2053486160219.186,0.1630441,9390421310.466763,1000340798.4667625,1.75,0.0192,9589041000.0,[179.2105],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[179.2105],[207.25525],0.8682695967939753,0.8682695967939753
229,316104000.0,799197.8,11834726.0,0.0,235.907,0.06851888967988712,19035675820848.008,21466585914800.0,14195802000000.0,3,2062492678465.7615,0.1630441,9390915272.378338,1000834760.3783365,1.75,0.0192,9589041000.0,[179.95386],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[179.95386],[208.28412],0.8635663673836886,0.8635663673836886
230,316028480.0,817610.8,11891812.0,0.0,237.032,0.06817206628516803,19045067230108.28,21466585914800.0,14261974000000.0,3,2071499196712.337,0.1630441,9391409260.273663,1001328748.2736619,1.75,0.0192,9589041000.0,[180.71497],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[180.71497],[209.3153],0.8748123526550886,0.8748123526550886
231,315950880.0,836849.1,11950213.0,0.0,237.598,0.06805943248724616,19054459133382.434,21466585914800.0,14328156000000.0,3,2080505714958.9124,0.1630441,9391903274.154106,1001822762.1541051,1.75,0.0192,9589041000.0,[181.60161],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[181.60161],[210.34619],0.9473704512123555,0.9473704512123555
232,315871040.0,856901.1,12009986.0,0.0,238.39,0.06794838658039068,19063851530696.453,21466585914800.0,14394346000000.0,3,2089512233205.4878,0.1630441,9392397314.021034,1002316802.0210329,1.75,0.0192,9589041000.0,[182.4375],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[182.4375],[211.37733],0.9180887523989982,0.9180887523989982
233,315788860.0,877853.75,12071195.0,0.0,239.816,0.06787037306642779,19073244422076.33,21466585914800.0,14460511000000.0,3,2098518751452.0632,0.1630441,9392891379.875813,1002810867.8758126,1.75,0.0192,9589041000.0,[183.13101],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[183.13101],[212.40681],0.8349589486047869,0.8349589486047869
234,315704740.0,899328.06,12133898.0,0.0,241.267,0.06754782432824086,19082637807548.047,21466585914800.0,14526670000000.0,3,2107525269698.6387,0.1630441,9393385471.71981,1003304959.7198112,1.75,0.0192,9589041000.0,[183.81891],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[183.81891],[213.43675],0.8319016592241911,0.8319016592241911
235,315618620.0,921133.75,12198137.0,0.0,242.497,0.06747147171183016,19092031687137.6,21466585914800.0,14592804000000.0,3,2116531787945.214,0.1630441,9393879589.554394,1003799077.5543956,1.75,0.0192,9589041000.0,[184.55644],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[184.55644],[214.46541],0.8600938849785744,0.8600938849785744
236,315530500.0,943521.06,12263931.0,0.0,243.714,0.06732147380285759,19101426060870.984,21466585914800.0,14658950000000.0,3,2125538306191.7896,0.1630441,9394373733.380932,1004293221.3809332,1.75,0.0192,9589041000.0,[185.29689],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[185.29689],[215.49545],0.862368267803155,0.862368267803155
237,315439700.0,966915.4,12331326.0,0.0,245.078,0.06695174462321529,19110820928774.184,21466585914800.0,14725128000000.0,3,2134544824438.365,0.1630441,9394867903.20079,1004787391.2007911,1.75,0.0192,9589041000.0,[186.00433],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[186.00433],[216.52687],0.8438352124866181,0.8438352124866181
238,315346300.0,991202.75,12400390.0,0.0,245.851,0.06694558165903808,19120216290873.2,21466585914800.0,14791208000000.0,3,2143551342684.9404,0.1630441,9395362099.015335,1005281587.0153365,1.75,0.0192,9589041000.0,[186.84448],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[186.84448],[217.55219],0.9181098813264585,0.9181098813264585
239,315250530.0,1016187.44,12471192.0,0.0,246.714,0.06687680954940409,19129612147194.023,21466585914800.0,14857261000000.0,3,2152557860931.5159,0.1630441,9395856320.825935,1005775808.8259372,1.75,0.0192,9589041000.0,[187.66443],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[187.66443],[218.57867],0.9069019015219395,0.9069019015219395
240,315152300.0,1041816.9,12543776.0,0.0,248.444,0.06679680356676593,19139008497762.656,21466585914800.0,14923285000000.0,3,2161564379178.0913,0.1630441,9396350568.63396,1006270056.6339601,1.75,0.0192,9589041000.0,[188.28967],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[188.28967],[219.60449],0.7938844323533096,0.7938844323533096
241,315051700.0,1068042.6,12618191.0,0.0,250.357,0.066682003909765,19148405342605.098,21466585914800.0,14989322000000.0,3,2170570897424.6667,0.1630441,9396844842.440773,1006764330.4407731,1.75,0.0192,9589041000.0,[188.87383],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[188.87383],[220.63152],0.7705998181408198,0.7705998181408198
242,314948960.0,1094489.4,12694480.0,0.0,252.357,0.06688908680676797,19157802681747.344,21466585914800.0,15055272000000.0,3,2179577415671.2422,0.1630441,9397339142.247746,1007258630.2477438,1.75,0.0192,9589041000.0,[189.43845],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[189.43845],[221.65375],0.7572706268038293,0.7572706268038293
243,314843780.0,1121490.4,12772658.0,0.0,254.317,0.06697821555819561,19167200515215.4,21466585914800.0,15121181000000.0,3,2188583933917.8176,0.1630441,9397833468.05624,1007752956.05624,1.75,0.0192,9589041000.0,[190.01204],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[190.01204],[222.67603],0.7624923402656529,0.7624923402656529
244,314735580.0,1149569.8,12852764.0,0.0,255.928,0.06749243065713174,19176598843035.266,21466585914800.0,15186811000000.0,3,2197590452164.393,0.1630441,9398327819.86763,1008247307.8676289,1.75,0.0192,9589041000.0,[190.66402],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[190.66402],[223.68448],0.8020529270070176,0.8020529270070176
245,314624800.0,1178238.2,12934876.0,0.0,256.997,0.06749729471424891,19185997665232.95,21466585914800.0,15252442000000.0,3,2206596970410.9683,0.1630441,9398822197.68328,1008741685.683279,1.75,0.0192,9589041000.0,[191.4377],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[191.4377],[224.70038],0.8756597472673793,0.8756597472673793
246,314511520.0,1207367.5,13019036.0,0.0,258.12,0.06750014196719553,19195396981834.453,21466585914800.0,15318072000000.0,3,2215603488657.5435,0.1630441,9399316601.504559,1009236089.5045578,1.75,0.0192,9589041000.0,[192.19925],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[192.19925],[225.71626],0.8686301291691945,0.8686301291691945
247,314395900.0,1236720.6,13105277.0,0.0,260.289,0.06762805237227336,19204796792865.785,21466585914800.0,15383722000000.0,3,2224610006904.1187,0.1630441,9399811031.332832,1009730519.3328334,1.75,0.0192,9589041000.0,[192.7259],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[192.7259],[226.73329],0.7331064304728266,0.7331064304728266
248,314277800.0,1266473.4,13193615.0,0.0,262.528,0.067923829023726,19214197098352.953,21466585914800.0,15449313000000.0,3,2233616525150.694,0.1630441,9400305487.169476,1010224975.1694739,1.75,0.0192,9589041000.0,[193.23685],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[193.23685],[227.74652],0.7224064069791445,0.7224064069791445
249,314157660.0,1296212.6,13284077.0,0.0,263.909,0.0679236921365651,19223597898321.97,21466585914800.0,15514902000000.0,3,2242623043397.269,0.1630441,9400799969.015846,1010719457.0158471,1.75,0.0192,9589041000.0,[193.94046],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[193.94046],[228.76134],0.8346330573281479,0.8346330573281479
250,314035040.0,1326201.2,13376663.0,0.0,265.521,0.0679211977482999,19232999192798.844,21466585914800.0,15580492000000.0,3,2251629561643.844,0.1630441,9401294476.873322,1011213964.8733217,1.75,0.0192,9589041000.0,[194.59221],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[194.59221],[229.77614],0.8045934240012687,0.8045934240012687
251,313909820.0,1356721.1,13471392.0,0.0,266.925,0.06791634585893037,19242400981809.586,21466585914800.0,15646080000000.0,3,2260636079890.4194,0.1630441,9401789010.743267,1011708498.7432654,1.75,0.0192,9589041000.0,[195.29066],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[195.29066],[230.79094],0.8316377762114746,0.8316377762114746
252,313782300.0,1387315.1,13568301.0,0.0,267.958,0.06790915472007798,19251803265380.215,21466585914800.0,15711670000000.0,3,2269642598136.9946,0.1630441,9402283570.627048,1012203058.627047,1.75,0.0192,9589041000.0,[196.07243],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[196.07243],[231.80576],0.8798789763600969,0.8798789763600969
253,313652830.0,1417660.6,13667394.0,0.0,269.323,0.06789964866723801,19261206043536.742,21466585914800.0,15777258000000.0,3,2278649116383.57,0.1630441,9402778156.526035,1012697644.5260346,1.75,0.0192,9589041000.0,[196.77965],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[196.77965],[232.82057],0.8367146848372761,0.8367146848372761
254,313521730.0,1447484.8,13768656.0,0.0,271.837,0.06788786420365335,19270609316305.184,21466585914800.0,15842848000000.0,3,2287655634630.145,0.1630441,9403272768.441597,1013192256.4415967,1.75,0.0192,9589041000.0,[197.22884],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[197.22884],[233.83539],0.6873199800856699,0.6873199800856699
255,313389060.0,1476796.8,13872047.0,0.0,274.656,0.0679026571428408,19280013083711.56,21466585914800.0,15908368000000.0,3,2296662152876.72,0.1630441,9403767406.375103,1013686894.375102,1.75,0.0192,9589041000.0,[197.60953],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[197.60953],[234.84653],0.6461115786589222,0.6461115786589222
256,313255550.0,1504827.0,13977531.0,0.0,277.55,0.067879337654498,19289417345781.887,21466585914800.0,15973924000000.0,3,2305668671123.2954,0.1630441,9404262070.327919,1014181558.3279188,1.75,0.0192,9589041000.0,[197.97339],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[197.97339],[235.86134],0.637909968088913,0.637909968088913
257,313120670.0,1532214.1,14085021.0,0.0,280.191,0.06789161795379879,19298822102542.188,21466585914800.0,16039444000000.0,3,2314675189369.8706,0.1630441,9404756760.301414,1014676248.3014162,1.75,0.0192,9589041000.0,[198.39406],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[198.39406],[236.87335],0.6696248720108694,0.6696248720108694
258,312984500.0,1558938.0,14194465.0,0.0,282.575,0.06788018027102173,19308227354018.484,21466585914800.0,16104964000000.0,3,2323681707616.446,0.1630441,9405251476.296963,1015170964.2969626,1.75,0.0192,9589041000.0,[198.87244],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[198.87244],[237.88632],0.703442652857767,0.703442652857767
259,312847520.0,1584602.6,14305817.0,0.0,283.99,0.06786632424840218,19317633100236.8,21466585914800.0,16170486000000.0,3,2332688225863.021,0.1630441,9405746218.315926,1015665706.3159271,1.75,0.0192,9589041000.0,[199.56842],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[199.56842],[238.89932],0.8294460636805562,0.8294460636805562
260,312709800.0,1609082.5,14419002.0,0.0,285.609,0.06785012289242595,19327039341223.16,21466585914800.0,16236007000000.0,3,2341694744109.596,0.1630441,9406240986.35968,1016160474.3596785,1.75,0.0192,9589041000.0,[200.2186],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[200.2186],[239.91234],0.8029324448325079,0.8029324448325079
261,312571520.0,1632446.4,14533938.0,0.0,288.207,0.06804118694966722,19336446077003.59,21466585914800.0,16301479000000.0,3,2350701262356.1714,0.1630441,9406735780.429585,1016655268.4295857,1.75,0.0192,9589041000.0,[200.64893],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[200.64893],[240.92259],0.6744759710076373,0.6744759710076373
262,312433380.0,1654027.2,14650541.0,0.0,291.126,0.06802647005890249,19345853307604.117,21466585914800.0,16366950000000.0,3,2359707780602.7466,0.1630441,9407230600.52702,1017150088.5270178,1.75,0.0192,9589041000.0,[201.00717],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[201.00717],[241.93425],0.6333276562851852,0.6333276562851852
263,312295600.0,1673654.2,14768685.0,0.0,294.017,0.06800225624110849,19355261033050.77,21466585914800.0,16432391000000.0,3,2368714298849.322,0.1630441,9407725446.653343,1017644934.653344,1.75,0.0192,9589041000.0,[201.3717],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[201.3717],[242.94418],0.6362423458266084,0.6362423458266084
264,312158000.0,1691645.2,14888231.0,0.0,297.337,0.06798339623227398,19364669253369.58,21466585914800.0,16497831000000.0,3,2377720817095.897,0.1630441,9408220318.809933,1018139806.8099333,1.75,0.0192,9589041000.0,[201.6399],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[201.6399],[243.95502],0.5808420948056068,0.5808420948056068
265,312019970.0,1708893.2,15009063.0,0.0,299.827,0.0679622973578746,19374077968586.58,21466585914800.0,16563274000000.0,3,2386727335342.472,0.1630441,9408715216.998154,1018634704.9981552,1.75,0.0192,9589041000.0,[202.09447],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[202.09447],[244.9659],0.6887788223078568,0.6887788223078568
266,311882050.0,1724713.6,15131127.0,0.0,301.416,0.06793903262439614,19383487178727.797,21466585914800.0,16628718000000.0,3,2395733853589.0474,0.1630441,9409210141.21938,1019129629.2193791,1.75,0.0192,9589041000.0,[202.75137],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[202.75137],[245.97682],0.8059514984875549,0.8059514984875549
267,311744350.0,1739228.5,15254321.0,0.0,303.099,0.06811499954875908,19392896883819.273,21466585914800.0,16694112000000.0,3,2404740371835.6226,0.1630441,9409705091.474976,1019624579.4749739,1.75,0.0192,9589041000.0,[203.38718],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[203.38718],[246.98505],0.7925915720678536,0.7925915720678536
268,311606500.0,1752830.9,15378552.0,0.0,305.985,0.06826206503055157,19402307083887.04,21466585914800.0,16759428000000.0,3,2413746890082.1978,0.1630441,9410200067.766308,1020119555.7663096,1.75,0.0192,9589041000.0,[203.75282],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[203.75282],[247.99026],0.6349116424692276,0.6349116424692276
269,311468700.0,1765430.5,15503753.0,0.0,309.633,0.0682490668341403,19411717778957.133,21466585914800.0,16824744000000.0,3,2422753408328.773,0.1630441,9410695070.094757,1020614558.0947555,1.75,0.0192,9589041000.0,[203.94736],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[203.94736],[248.99768],0.5367547803860169,0.5367547803860169
270,311331360.0,1776656.1,15629857.0,0.0,313.035,0.06826390540238139,19421128969055.594,21466585914800.0,16890057000000.0,3,2431759926575.348,0.1630441,9411190098.461681,1021109586.4616812,1.75,0.0192,9589041000.0,[204.19713],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[204.19713],[250.00497],0.5686895581490569,0.5686895581490569
271,311194020.0,1787156.6,15756760.0,0.0,315.953,0.06822964102504075,19430540654208.46,21466585914800.0,16955407000000.0,3,2440766444821.9233,0.1630441,9411685152.868458,1021604640.8684565,1.75,0.0192,9589041000.0,[204.55559],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[204.55559],[251.01424],0.6324521438221021,0.6324521438221021
272,311056000.0,1797496.9,15884415.0,0.0,318.681,0.06822378833842824,19439952834441.777,21466585914800.0,17020756000000.0,3,2449772963068.4985,0.1630441,9412180233.316452,1022099721.3164512,1.75,0.0192,9589041000.0,[204.95673],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[204.95673],[252.02254],0.6567509444862433,0.6567509444862433
273,310916800.0,1808336.0,16012809.0,0.0,320.354,0.0682155112280994,19449365509781.586,21466585914800.0,17086106000000.0,3,2458779481315.0737,0.1630441,9412675339.807034,1022594827.8070351,1.75,0.0192,9589041000.0,[205.59477],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[205.59477],[253.03085],0.7939327060300334,0.7939327060300334
274,310776540.0,1819444.1,16141974.0,0.0,322.165,0.0683927101369104,19458778680253.926,21466585914800.0,17151405000000.0,3,2467785999561.649,0.1630441,9413170472.34158,1023089960.3415781,1.75,0.0192,9589041000.0,[206.20183],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[206.20183],[254.0365],0.7748617525909065,0.7748617525909065
275,310634980.0,1831027.8,16271935.0,0.0,325.483,0.06815362302169002,19468192345884.848,21466585914800.0,17216758000000.0,3,2476792517808.224,0.1630441,9413665630.921452,1023585118.9214503,1.75,0.0192,9589041000.0,[206.47046],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[206.47046],[255.04637],0.5806999635676964,0.5806999635676964
276,310492030.0,1843130.2,16402722.0,0.0,328.769,0.0681203685674031,19477606506700.395,21466585914800.0,17282115000000.0,3,2485799036054.7993,0.1630441,9414160815.548023,1024080303.5480214,1.75,0.0192,9589041000.0,[206.74628],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[206.74628],[256.05493],0.5843018276517121,0.5843018276517121
277,310348300.0,1855235.4,16534374.0,0.0,331.615,0.06808565398339995,19487021162726.617,21466585914800.0,17347473000000.0,3,2494805554301.3745,0.1630441,9414656026.22266,1024575514.2226617,1.75,0.0192,9589041000.0,[207.12091],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[207.12091],[257.06354],0.6415418732767538,0.6415418732767538
278,310202900.0,1868102.1,16666891.0,0.0,333.109,0.06803096299971677,19496436313989.562,21466585914800.0,17412868000000.0,3,2503812072547.9497,0.1630441,9415151262.946743,1025070750.9467417,1.75,0.0192,9589041000.0,[207.79915],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[207.79915],[258.07413],0.8181583215300909,0.8181583215300909
279,310054900.0,1882675.1,16800328.0,0.0,335.02,0.06799290836898778,19505851960515.285,21466585914800.0,17478267000000.0,3,2512818590794.525,0.1630441,9415646525.72163,1025566013.7216314,1.75,0.0192,9589041000.0,[208.38374],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[208.38374],[259.08386],0.7635770826339393,0.7635770826339393
280,309904900.0,1898199.8,16934804.0,0.0,336.442,0.067953545705388,19515268102329.832,21466585914800.0,17543667000000.0,3,2521825109041.1,0.1630441,9416141814.548702,1026061302.5487012,1.75,0.0192,9589041000.0,[209.07816],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[209.07816],[260.09366],0.8271949652016158,0.8271949652016158
